o,x,x,o,o,x,b,x,o,O win
x,o,x,o,x,x,o,x,o,tie
o,o,o,x,x,o,x,x,b,O win
o,b,x,x,o,x,b,o,x,X win
b,x,b,o,o,o,x,x,b,O win
b,x,b,b,b,b,b,b,b,not finish
b,o,x,b,x,x,o,o,x,X win
o,b,x,o,x,b,o,x,b,O win
x,x,x,b,o,b,o,o,x,X win
o,o,o,b,b,x,x,b,x,O win
x,o,x,o,o,o,b,x,x,O win
o,x,x,b,o,o,b,o,x,not finish
b,o,x,o,o,x,x,b,x,X win
x,o,o,b,x,b,b,b,x,X win
o,x,x,x,b,o,x,o,b,not finish
x,o,x,x,o,x,o,x,o,tie
x,x,x,b,o,o,o,x,b,X win
o,b,x,o,x,x,b,o,x,X win
b,b,o,x,x,o,x,b,o,O win
x,x,o,b,x,o,x,o,o,O win
x,x,x,o,o,x,o,o,x,X win
o,x,b,x,x,b,o,x,o,X win
x,o,b,o,x,o,b,x,x,X win
x,o,x,x,o,o,x,x,o,X win
b,b,b,o,o,x,x,b,x,not finish
x,x,x,o,b,o,b,b,b,X win
x,o,b,o,o,x,x,x,o,not finish
o,b,x,b,o,x,b,x,o,O win
o,x,o,x,o,x,b,x,o,O win
x,x,o,o,o,o,x,x,b,O win
x,b,o,x,o,x,x,o,b,X win
b,o,x,x,o,b,b,o,x,O win
b,o,x,x,x,x,o,o,b,X win
o,x,x,x,x,o,o,b,x,not finish
b,x,o,x,o,x,o,o,x,O win
x,b,x,x,x,o,o,o,o,O win
x,b,b,o,x,x,o,o,x,X win
o,x,x,x,o,x,o,o,x,X win
o,b,x,x,b,b,b,o,b,not finish
b,b,x,x,b,o,b,o,b,not finish
x,x,o,x,o,o,x,b,b,X win
x,o,b,x,o,x,x,b,o,X win
x,o,x,o,x,o,o,x,o,tie
x,b,b,b,o,b,b,b,x,not finish
b,o,x,b,b,x,b,o,x,X win
o,x,x,b,x,x,o,o,o,O win
b,x,o,b,x,o,x,b,o,O win
o,x,o,x,o,x,o,b,x,O win
b,o,x,x,x,x,o,b,o,X win
o,x,x,x,o,o,b,x,o,O win
o,b,x,x,o,b,b,x,o,O win
x,o,b,x,x,o,o,b,x,X win
b,o,x,b,x,o,x,b,b,X win
o,o,x,x,x,o,o,o,x,tie
o,o,x,x,x,o,o,o,x,tie
b,b,b,b,o,o,b,b,x,not finish
o,x,b,b,x,b,b,x,o,X win
b,x,x,o,x,x,o,o,o,O win
x,o,x,o,x,x,o,x,o,tie
o,x,o,b,o,x,o,x,x,O win
x,b,o,b,x,o,o,x,x,X win
o,o,x,x,b,x,b,o,x,X win
o,b,b,b,x,b,b,b,b,not finish
b,x,o,x,o,b,o,x,b,O win
b,b,o,x,o,o,x,x,x,X win
b,b,b,x,x,x,b,o,o,X win
o,x,b,x,x,x,o,b,o,X win
x,x,x,b,o,o,x,o,b,X win
o,x,x,o,o,x,o,x,b,O win
b,x,x,b,b,b,o,b,b,not finish
b,o,o,x,x,x,b,x,o,X win
x,o,x,o,o,x,o,x,o,tie
b,o,o,x,x,x,b,o,x,X win
x,o,o,o,x,b,b,x,x,X win
x,x,o,o,x,x,o,x,o,X win
x,o,x,o,x,o,x,x,o,X win
b,x,x,o,x,o,x,b,o,X win
o,x,b,b,o,b,x,o,x,not finish
o,x,x,b,x,o,b,x,o,X win
x,o,o,o,x,x,o,x,o,tie
b,o,b,x,b,b,b,x,o,not finish
x,x,o,o,o,x,x,o,o,tie
o,b,x,x,x,b,x,o,o,X win
o,x,x,o,x,x,x,o,o,X win
b,o,x,o,x,o,x,x,b,X win
x,o,x,o,x,b,x,o,b,X win
o,x,b,o,x,o,x,x,b,X win
x,b,o,x,x,o,b,o,x,X win
b,b,x,o,o,o,x,x,b,O win
o,o,o,x,b,x,o,x,x,O win
x,o,b,b,x,b,o,b,x,X win
o,b,x,b,o,x,x,b,o,O win
x,o,o,o,x,b,x,b,x,X win
b,b,b,x,b,b,o,b,b,not finish
o,x,b,o,x,b,x,x,o,X win
b,o,b,x,x,x,o,o,x,X win
x,x,o,o,o,x,x,o,o,tie
x,o,o,o,o,x,x,x,o,tie
o,o,x,b,x,x,o,b,x,X win
o,x,b,o,o,x,o,x,x,O win
x,x,x,o,o,b,o,x,b,X win
o,x,x,x,x,o,o,x,o,X win
x,o,x,x,b,x,o,o,o,O win
o,b,b,o,x,o,x,x,x,X win
o,o,x,x,x,o,o,o,x,tie
x,x,x,o,o,b,b,x,o,X win
o,x,b,o,x,o,b,x,x,X win
o,x,x,o,x,b,x,o,b,X win
x,x,o,x,o,o,o,x,b,O win
b,x,o,x,x,o,b,b,o,O win
o,x,o,x,o,x,x,o,x,tie
x,b,o,o,x,o,x,b,x,X win
x,x,x,b,b,o,o,x,o,X win
b,o,b,x,x,b,o,b,b,not finish
x,b,b,x,x,o,x,o,o,X win
x,o,x,o,o,x,o,x,o,tie
o,b,x,o,x,x,x,b,o,X win
o,x,o,o,o,x,x,o,x,tie
o,x,x,b,x,o,x,o,b,X win
o,x,o,b,x,b,b,x,b,X win
x,b,x,x,o,x,o,o,o,O win
o,x,o,b,b,b,x,o,x,not finish
b,x,b,x,x,b,o,o,o,O win
b,b,x,x,o,x,o,o,x,X win
x,b,x,o,x,b,x,o,o,X win
x,x,x,o,b,b,b,o,b,X win
o,x,b,b,x,x,o,x,o,X win
x,o,x,x,x,o,x,o,o,X win
x,o,o,x,x,b,x,b,o,X win
x,x,b,o,o,o,x,x,o,O win
b,x,x,b,x,o,o,x,o,X win
x,o,o,o,o,x,x,x,o,tie
b,b,o,o,x,b,b,o,o,not finish
x,b,b,o,o,o,x,x,b,O win
o,x,x,x,x,o,o,o,x,tie
x,x,o,o,o,x,x,x,b,not finish
b,o,b,o,o,x,x,x,x,X win
o,b,b,b,o,b,x,x,x,X win
x,o,b,x,o,o,x,b,x,X win
x,x,b,x,x,o,o,o,o,O win
x,x,o,x,o,b,o,b,b,O win
o,x,o,b,x,o,x,o,x,not finish
o,b,b,x,o,x,b,x,o,O win
x,x,b,o,x,o,b,x,o,X win
x,o,b,b,b,o,b,b,b,not finish
x,o,x,o,x,o,o,x,o,tie
o,x,x,x,x,o,o,o,x,tie
o,b,x,x,b,o,b,b,b,not finish
o,x,x,x,o,o,x,b,o,O win
o,b,o,o,b,b,x,o,x,not finish
x,o,b,b,x,o,o,x,x,X win
x,b,b,x,o,x,x,o,o,X win
o,x,o,x,b,o,b,o,x,not finish
b,b,b,o,b,o,x,x,x,X win
b,x,x,x,x,o,o,o,o,O win
o,b,b,x,o,o,x,x,x,X win
o,o,b,x,x,x,b,o,x,X win
x,b,o,x,o,b,o,b,x,O win
x,b,o,x,x,o,o,b,x,X win
x,b,o,o,b,x,x,o,b,not finish
b,o,o,o,b,x,x,x,x,X win
x,o,o,x,b,b,x,o,x,X win
b,b,b,x,x,x,o,o,b,X win
x,o,b,b,x,b,x,b,o,not finish
b,o,b,b,b,o,b,x,b,not finish
x,o,x,x,o,o,o,x,o,tie
x,b,x,o,o,o,o,x,x,O win
x,x,x,b,o,x,o,b,o,X win
o,o,x,x,o,x,b,b,x,X win
o,x,x,x,o,b,x,o,o,O win
x,x,b,o,x,b,o,x,o,X win
o,o,x,o,x,x,o,x,b,O win
x,o,x,o,o,o,x,x,b,O win
o,o,x,x,x,x,x,o,o,X win
o,o,o,b,x,b,x,b,x,O win
o,x,x,o,b,o,o,x,x,O win
o,o,x,b,o,x,x,x,o,O win
x,o,x,o,x,x,b,x,o,not finish
b,b,x,o,x,x,o,o,x,X win
o,x,o,x,x,o,o,o,x,tie
b,x,x,b,x,b,o,o,o,O win
x,o,o,o,x,x,x,o,x,X win
b,b,x,o,b,b,o,b,o,not finish
o,b,x,x,x,x,o,o,b,X win
x,o,b,o,x,o,x,b,x,X win
o,x,o,o,x,o,x,x,x,X win
x,o,x,b,x,b,x,o,o,X win
b,b,x,o,o,o,b,x,x,O win
o,x,o,b,x,o,b,x,x,X win
x,o,b,x,o,b,x,x,o,X win
b,x,x,o,o,o,b,b,x,O win
o,o,x,o,b,x,b,x,x,X win
o,x,b,b,x,o,b,x,b,X win
x,x,x,x,b,o,o,b,o,X win
x,o,o,x,x,x,o,b,b,X win
x,b,o,x,o,x,o,o,x,O win
x,b,b,x,o,b,x,b,o,X win
o,b,b,o,b,b,x,x,x,X win
x,b,b,o,x,b,b,o,x,X win
b,b,o,o,x,o,x,b,x,not finish
x,x,o,b,o,x,x,x,o,not finish
o,o,x,o,x,b,o,x,x,O win
o,b,b,x,b,o,b,b,b,not finish
o,b,x,x,o,x,o,b,x,X win
o,o,b,x,o,b,x,x,x,X win
o,b,b,o,x,x,o,b,x,O win
x,o,o,o,x,x,x,o,o,tie
x,o,x,o,b,x,b,o,x,X win
b,b,o,b,o,b,x,x,x,X win
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,x,x,x,o,o,tie
o,x,x,x,o,x,o,b,o,O win
b,x,o,x,b,o,x,b,o,O win
b,o,x,o,x,x,o,b,x,X win
x,o,o,x,o,x,x,x,o,X win
x,o,b,o,x,x,x,o,o,not finish
b,x,x,o,o,x,o,b,x,X win
b,b,x,b,b,b,b,b,b,not finish
b,o,o,x,o,x,o,x,x,O win
b,o,b,o,b,b,x,x,x,X win
b,o,x,b,o,x,b,b,x,X win
o,b,x,o,o,x,x,x,o,O win
b,o,b,x,o,x,b,o,x,O win
o,x,x,x,o,b,o,x,o,O win
x,x,o,b,x,o,o,x,b,X win
o,o,o,x,b,x,x,x,o,O win
o,x,o,x,x,x,b,o,b,X win
b,x,o,b,x,b,o,x,b,X win
o,b,o,b,b,b,x,x,x,X win
x,o,o,x,x,b,o,b,x,X win
o,b,x,o,x,x,o,b,b,O win
x,o,x,x,x,o,o,x,o,tie
x,o,x,o,o,x,x,x,o,tie
b,o,x,b,o,x,x,o,b,O win
x,o,x,x,o,x,o,o,b,O win
o,b,b,x,x,x,b,b,o,X win
o,b,o,o,x,b,x,x,x,X win
b,x,o,b,o,b,o,x,x,O win
o,o,x,b,b,x,o,x,x,X win
o,x,o,b,b,o,x,x,x,X win
o,x,x,o,b,x,b,o,x,X win
x,b,x,o,x,o,o,x,o,not finish
b,x,b,o,x,b,b,x,o,X win
x,o,x,o,x,x,o,x,o,tie
x,o,o,b,o,x,o,x,x,O win
x,x,o,b,x,o,b,b,o,O win
x,x,o,x,b,o,o,x,o,O win
x,o,x,o,x,o,x,o,x,X win
x,o,o,b,x,x,o,b,x,X win
x,b,b,o,x,o,x,o,x,X win
b,b,x,b,x,b,o,b,o,not finish
o,x,x,x,o,o,o,o,x,tie
x,b,b,b,x,b,o,o,x,X win
o,o,x,x,o,b,x,x,o,O win
o,o,x,x,x,o,x,x,o,X win
o,x,b,o,x,x,b,x,o,X win
b,x,x,o,x,o,o,x,b,X win
o,o,x,x,o,o,o,x,x,tie
x,x,o,o,x,o,x,o,x,X win
o,x,o,x,o,b,o,x,x,O win
o,b,x,o,x,o,x,b,x,X win
x,o,b,b,o,b,x,o,x,O win
b,x,b,o,o,o,b,x,x,O win
b,b,x,o,x,x,x,o,o,X win
b,b,b,b,x,b,x,b,b,not finish
x,b,x,o,o,o,x,o,x,O win
x,b,b,o,x,b,o,b,x,X win
x,b,b,x,b,b,x,o,o,X win
x,o,x,x,o,b,b,o,b,O win
b,b,b,x,b,o,b,b,b,not finish
b,o,b,x,x,x,o,b,b,X win
b,o,x,b,b,b,b,o,b,not finish
x,b,o,o,o,b,x,x,x,X win
o,x,o,x,x,b,b,x,o,X win
o,x,b,x,x,o,o,x,b,X win
o,o,x,x,x,x,b,b,o,X win
x,x,x,b,o,o,o,b,x,X win
o,o,b,x,x,x,o,b,x,X win
b,o,b,b,b,x,b,b,b,not finish
x,x,o,o,x,x,x,o,o,tie
o,x,x,x,o,o,o,o,x,tie
x,o,x,o,o,x,o,x,o,tie
x,b,o,b,o,x,o,x,b,O win
b,o,b,o,x,b,o,b,o,not finish
x,b,x,b,x,b,o,o,o,O win
o,x,o,o,x,b,b,x,x,X win
x,b,o,b,b,x,b,x,b,not finish
x,o,x,b,x,o,o,b,o,not finish
b,o,b,x,o,o,x,x,x,X win
x,b,o,o,o,x,x,x,o,not finish
o,b,o,x,x,x,x,o,b,X win
b,x,x,b,b,x,o,o,o,O win
o,o,b,x,x,x,o,x,b,X win
o,o,o,x,x,b,x,x,o,O win
b,x,o,b,x,b,b,x,o,X win
o,x,o,x,o,o,x,x,x,X win
x,o,o,o,o,b,x,x,o,not finish
o,x,o,x,x,x,x,o,o,X win
o,x,o,o,x,x,x,o,o,tie
x,x,o,x,o,b,x,b,o,X win
x,o,x,o,x,b,x,b,o,X win
o,x,x,b,o,x,b,b,o,O win
b,x,o,o,x,b,o,x,x,X win
b,o,x,x,x,o,x,o,b,X win
x,o,o,o,x,x,o,x,x,X win
o,x,b,o,b,b,b,b,b,not finish
x,b,o,o,x,x,b,o,x,X win
o,o,o,b,x,x,b,x,b,O win
x,o,x,x,o,b,o,o,x,O win
x,x,b,o,o,o,x,b,b,O win
x,o,x,o,o,x,o,x,o,tie
o,x,b,o,x,x,o,o,x,O win
o,x,o,o,x,b,x,x,b,X win
o,x,b,o,x,b,b,x,b,X win
x,o,x,b,x,o,o,b,x,X win
o,o,x,o,x,x,x,x,o,X win
x,b,b,b,x,o,o,b,x,X win
x,o,o,o,x,x,x,o,o,tie
b,b,x,o,x,o,x,b,b,X win
x,o,x,b,x,b,o,o,x,X win
x,o,x,o,o,x,x,o,b,O win
x,x,o,x,o,x,o,b,o,O win
b,o,x,o,b,o,x,x,x,X win
x,o,x,b,x,o,b,o,x,X win
b,b,b,b,o,b,b,b,b,not finish
x,o,x,o,x,o,o,x,o,tie
x,b,x,x,o,o,x,b,o,X win
x,b,b,o,o,b,b,o,x,not finish
x,b,o,b,o,o,x,x,x,X win
o,x,o,x,x,x,b,b,o,X win
o,b,x,o,x,b,x,b,b,X win
o,o,b,x,x,x,x,b,o,X win
o,x,o,x,x,o,b,x,b,X win
b,b,x,x,x,o,x,o,o,X win
o,o,x,x,x,o,o,o,x,tie
b,b,x,o,b,x,b,b,o,not finish
o,x,x,x,b,b,b,b,b,not finish
b,b,b,o,b,b,x,b,b,not finish
b,b,b,o,x,o,b,b,x,not finish
o,x,x,x,o,o,o,x,x,tie
b,b,b,b,b,b,b,x,b,not finish
o,x,x,x,x,o,o,o,x,tie
b,b,x,o,o,x,b,b,x,X win
b,b,o,x,o,x,o,b,x,O win
x,o,o,o,x,x,o,x,o,tie
b,b,o,o,b,b,x,x,x,X win
x,b,o,x,x,o,b,b,o,O win
x,x,b,o,o,o,x,o,x,O win
o,b,o,x,x,x,b,b,b,X win
o,o,x,x,o,o,o,x,x,tie
x,o,x,o,o,x,o,x,o,tie
o,x,o,x,x,x,o,b,b,X win
o,x,b,o,b,b,o,x,x,O win
o,x,b,x,o,x,b,b,o,O win
b,x,b,x,b,o,o,o,x,not finish
x,o,o,o,o,x,x,x,o,tie
o,o,x,x,x,o,o,x,o,tie
x,x,x,o,b,o,o,x,b,X win
x,x,x,o,o,b,o,b,x,X win
x,b,o,x,x,o,x,o,b,X win
x,b,o,o,o,x,o,x,x,O win
x,o,x,o,x,x,o,x,o,tie
x,o,x,b,x,o,x,o,b,X win
o,x,x,b,x,o,x,b,o,X win
o,o,x,x,o,o,o,x,x,tie
b,o,o,b,x,o,x,x,x,X win
o,x,x,x,b,b,o,o,x,not finish
x,o,o,o,b,x,x,b,o,not finish
x,x,o,x,x,b,o,o,o,O win
b,b,b,x,x,o,o,o,x,not finish
b,x,b,x,o,o,b,o,b,not finish
x,x,x,x,o,o,o,b,b,X win
x,x,b,b,x,o,o,x,o,X win
b,b,o,x,o,x,o,x,b,O win
b,b,o,b,b,b,b,b,b,not finish
x,o,x,o,o,x,x,x,o,tie
o,b,x,b,x,o,o,x,b,not finish
x,o,x,o,o,x,o,x,o,tie
b,o,b,x,o,b,x,o,x,O win
o,o,x,x,o,x,o,x,x,X win
x,b,x,o,b,o,b,b,o,not finish
o,b,x,b,o,x,o,x,x,X win
b,o,x,x,x,x,b,o,o,X win
o,x,x,b,x,b,o,x,o,X win
o,b,x,o,o,x,x,b,x,X win
o,b,x,o,b,x,x,o,x,X win
o,x,o,x,o,x,x,o,x,tie
o,x,o,x,x,x,o,x,o,X win
x,x,o,b,o,x,o,x,o,O win
b,o,x,x,o,x,b,o,b,O win
x,x,x,x,o,o,b,b,o,X win
x,x,o,b,x,b,o,o,x,X win
o,b,x,x,x,x,b,o,o,X win
b,x,o,b,o,x,o,x,b,O win
x,x,o,o,x,x,x,o,o,tie
b,b,o,x,x,x,b,b,o,X win
x,b,o,x,o,x,o,b,b,O win
o,b,x,x,x,x,o,b,o,X win
o,o,x,x,x,o,o,o,x,tie
o,x,x,o,o,o,b,x,x,O win
o,b,x,o,x,o,o,x,x,O win
o,o,x,x,b,b,b,x,x,not finish
b,x,o,x,x,x,o,b,o,X win
x,b,x,o,x,o,x,o,b,X win
b,o,o,b,b,b,x,x,x,X win
b,o,o,b,x,x,b,b,o,not finish
o,x,b,o,x,x,o,b,b,O win
o,x,o,o,o,x,x,o,x,tie
x,x,x,b,o,b,o,b,b,X win
o,b,o,x,o,x,o,x,x,O win
x,x,x,b,o,b,b,o,b,X win
b,o,x,o,o,x,b,b,o,not finish
x,o,b,o,x,b,x,o,x,X win
x,x,x,o,x,o,x,o,o,X win
x,x,o,x,o,b,o,x,o,O win
b,o,x,x,o,o,x,o,x,O win
o,x,x,o,x,o,x,x,o,X win
b,x,b,x,b,x,o,o,o,O win
b,o,x,b,b,x,o,b,x,X win
x,x,o,o,o,x,x,x,o,tie
x,b,x,b,b,b,b,b,b,not finish
o,o,o,x,b,x,b,b,x,O win
o,o,x,x,x,o,o,x,o,tie
b,o,x,x,o,x,o,b,x,X win
o,o,b,x,b,b,o,b,o,not finish
o,o,o,b,b,x,b,x,x,O win
o,b,o,b,o,x,x,o,b,not finish
o,o,x,x,o,b,x,o,x,O win
x,b,o,b,x,b,b,o,x,X win
b,o,b,o,x,o,x,x,x,X win
o,x,b,b,x,b,o,x,b,X win
x,x,x,x,o,o,o,o,x,X win
x,x,x,x,o,b,o,o,b,X win
o,x,x,b,x,o,o,x,b,X win
b,o,x,o,x,x,x,o,b,X win
x,x,o,o,o,x,x,x,o,tie
x,o,b,b,x,b,b,b,o,not finish
x,o,b,o,b,o,x,x,x,X win
b,o,x,b,x,o,x,x,o,X win
x,x,x,o,o,b,x,o,b,X win
b,b,x,o,o,o,x,b,x,O win
x,o,x,o,x,x,o,x,o,tie
b,o,x,b,x,o,x,o,x,X win
b,b,o,x,x,x,o,o,x,X win
x,o,o,o,x,x,x,o,o,tie
x,b,b,o,b,x,b,o,b,not finish
x,b,o,x,b,o,x,b,b,X win
x,x,x,o,o,x,b,o,b,X win
o,x,o,b,x,x,o,x,b,X win
x,x,x,o,b,b,o,b,b,X win
x,x,b,o,x,o,o,b,x,X win
o,o,x,x,x,o,o,x,o,tie
x,x,x,b,o,x,b,o,o,X win
x,o,x,o,o,x,o,x,o,tie
x,o,b,o,x,b,b,b,x,X win
x,o,x,x,b,b,x,o,o,X win
x,o,b,o,o,x,x,o,x,O win
b,b,x,o,x,b,x,b,o,X win
x,x,x,b,b,o,o,b,b,X win
x,b,o,o,x,x,o,x,o,not finish
b,o,b,x,x,x,b,b,o,X win
x,x,x,o,b,b,o,x,o,X win
o,x,x,x,o,o,o,o,x,tie
b,x,b,b,x,o,o,x,b,X win
x,o,b,x,o,b,b,o,x,O win
x,o,o,b,x,o,x,x,o,O win
o,b,b,x,o,b,o,x,x,not finish
b,o,x,x,b,x,o,o,x,X win
o,b,o,x,o,b,x,x,x,X win
o,x,o,o,b,x,o,x,x,O win
b,b,x,b,x,o,o,b,o,not finish
x,x,o,x,o,x,o,o,b,O win
x,x,x,b,o,o,b,x,o,X win
x,x,o,o,x,b,o,x,b,X win
o,o,o,x,x,o,x,b,x,O win
x,o,b,x,x,b,x,o,o,X win
x,b,b,x,o,o,x,b,b,X win
o,x,b,b,x,o,x,x,o,X win
b,x,b,o,x,o,o,x,x,X win
o,x,o,x,b,o,x,x,o,O win
o,x,o,o,x,o,x,o,x,tie
x,o,o,b,x,b,x,o,x,X win
x,x,b,o,x,b,o,o,x,X win
b,x,x,x,b,b,o,o,o,O win
x,b,b,b,x,x,o,o,o,O win
x,o,b,x,b,o,x,b,b,X win
b,b,o,b,x,b,b,b,b,not finish
x,x,o,o,o,x,x,o,x,tie
b,o,x,o,o,b,x,x,x,X win
b,o,b,b,o,b,b,x,b,not finish
x,b,o,x,o,o,o,x,x,O win
o,o,o,b,b,x,x,x,b,O win
o,x,o,x,o,o,x,o,x,tie
x,o,o,b,x,b,o,x,x,X win
x,o,x,b,x,o,x,b,o,X win
o,o,x,x,x,o,o,x,x,tie
x,x,o,x,o,o,x,o,x,X win
x,o,x,o,x,x,o,x,o,tie
o,o,x,x,x,o,o,o,x,tie
b,o,x,o,x,b,x,o,x,X win
o,b,b,b,x,b,b,b,b,not finish
o,b,b,o,o,x,x,x,x,X win
x,o,o,x,b,o,x,x,b,X win
x,b,o,x,o,x,x,b,o,X win
o,x,x,o,o,x,b,b,x,X win
o,x,x,x,o,o,x,o,x,tie
b,b,x,b,o,x,o,b,x,X win
o,x,o,o,o,x,x,x,x,X win
x,x,o,b,x,o,o,b,x,X win
o,b,x,o,b,x,o,x,b,O win
o,x,x,o,b,x,o,x,o,O win
x,x,o,o,o,x,x,x,o,tie
x,x,o,o,o,x,x,o,x,tie
b,o,o,o,x,b,b,b,b,not finish
x,b,b,b,x,x,b,b,o,not finish
x,b,x,o,x,x,o,o,o,O win
o,x,b,b,b,b,x,o,b,not finish
o,x,x,o,x,o,b,x,b,X win
x,x,o,o,o,x,x,o,x,tie
o,o,x,o,o,x,x,x,x,X win
x,b,x,o,b,x,o,o,x,X win
x,o,x,x,o,o,o,x,x,tie
b,x,x,o,o,o,b,x,b,O win
o,x,x,o,x,b,b,x,o,X win
x,o,o,o,x,x,o,x,o,tie
o,x,o,x,o,x,x,o,x,tie
x,b,o,x,o,o,x,x,b,X win
x,o,x,x,o,x,o,x,o,tie
x,b,b,b,b,b,b,b,b,not finish
x,x,x,b,b,o,o,o,x,X win
x,x,o,o,x,b,b,x,o,X win
x,o,o,o,x,x,x,x,o,tie
x,x,x,o,o,b,b,b,b,X win
o,x,x,x,o,o,o,x,x,tie
o,b,x,b,x,o,x,o,x,X win
o,b,x,b,x,x,x,o,o,X win
x,o,x,x,o,o,o,x,x,tie
x,o,x,o,o,x,x,x,o,tie
o,o,b,x,o,x,x,x,o,O win
x,x,x,b,b,b,b,o,o,X win
x,x,o,x,b,o,x,o,b,X win
x,o,x,x,x,b,o,o,o,O win
x,x,o,x,o,b,x,o,b,X win
o,b,x,b,b,x,b,o,x,X win
o,x,b,o,b,x,o,b,x,O win
b,o,o,x,o,x,x,o,x,O win
o,b,x,o,x,b,x,x,o,X win
x,b,o,b,o,x,o,b,x,O win
x,o,o,o,x,x,x,o,o,tie
o,o,x,b,b,x,x,o,x,X win
o,x,b,b,b,b,b,o,b,not finish
o,x,x,o,o,x,x,b,o,O win
o,o,x,x,o,x,x,o,b,O win
x,x,b,x,b,o,x,o,o,X win
b,b,o,x,x,x,o,x,o,X win
x,x,b,b,x,b,o,o,o,O win
o,x,x,o,x,b,o,o,x,O win
x,x,x,b,o,o,b,b,b,X win
x,b,b,x,o,b,x,o,b,X win
o,o,o,x,o,x,x,x,b,O win
x,b,x,b,o,x,o,o,x,X win
x,b,x,x,o,o,x,o,b,X win
x,o,o,x,x,x,o,x,o,X win
b,b,b,b,b,x,b,b,b,not finish
o,o,x,x,x,o,x,b,b,X win
x,o,x,x,b,o,x,o,b,X win
o,x,x,x,x,o,o,o,x,tie
x,b,o,x,o,o,x,b,x,X win
o,b,x,b,o,o,o,x,b,not finish
